Lieu	N° région, département	Série	Unité	2004	2008
ISERE	38	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	1.0	1.0
ISERE	38	RA08Amont du cycle du combustible	nombre	1.0	1.0
ISERE	38	RA08Aval du cycle du combustible	nombre	0.0	0.0
ISERE	38	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
ISERE	38	RA08Sites d'entreposage et stockage	nombre	2.0	2.0
ISERE	38	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	1.0
ISERE	38	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	20.0	30.0
JURA	39	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
JURA	39	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
JURA	39	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
JURA	39	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
JURA	39	RA08Activités médicales	nombre	0.0	0.0
JURA	39	RA08Etablissements de la défense nationale	nombre	0.0	0.0
JURA	39	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
JURA	39	RA08Amont du cycle du combustible	nombre	0.0	0.0
JURA	39	RA08Aval du cycle du combustible	nombre	0.0	0.0
JURA	39	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
JURA	39	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
JURA	39	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
JURA	39	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
LANDES	40	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LANDES	40	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
LANDES	40	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
LANDES	40	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LANDES	40	RA08Activités médicales	nombre	0.0	0.0
LANDES	40	RA08Etablissements de la défense nationale	nombre	2.0	2.0
LANDES	40	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LANDES	40	RA08Amont du cycle du combustible	nombre	0.0	0.0
LANDES	40	RA08Aval du cycle du combustible	nombre	0.0	0.0
LANDES	40	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LANDES	40	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LANDES	40	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LANDES	40	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	2.0	3.0
LOIR-ET-CHER	41	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Centres nucléaires de production d'électricité	nombre	2.0	2.0
LOIR-ET-CHER	41	RA08Activités médicales	nombre	1.0	1.0
LOIR-ET-CHER	41	RA08Etablissements de la défense nationale	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Amont du cycle du combustible	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOIR-ET-CHER	41	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	3.0	3.0
LOIRE	42	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOIRE	42	RA08Etablissements de recherche (hors CEA)	nombre	2.0	2.0
LOIRE	42	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
LOIRE	42	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LOIRE	42	RA08Activités médicales	nombre	4.0	4.0
LOIRE	42	RA08Etablissements de la défense nationale	nombre	0.0	0.0
LOIRE	42	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOIRE	42	RA08Amont du cycle du combustible	nombre	1.0	1.0
LOIRE	42	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOIRE	42	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOIRE	42	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOIRE	42	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOIRE	42	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	7.0	7.0
LOIRE-ATLANTIQUE	44	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Etablissements de recherche (hors CEA)	nombre	6.0	7.0
LOIRE-ATLANTIQUE	44	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	1.0
LOIRE-ATLANTIQUE	44	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Activités médicales	nombre	6.0	7.0
LOIRE-ATLANTIQUE	44	RA08Etablissements de la défense nationale	nombre	2.0	1.0
LOIRE-ATLANTIQUE	44	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Amont du cycle du combustible	nombre	1.0	1.0
LOIRE-ATLANTIQUE	44	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOIRE-ATLANTIQUE	44	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
LOIRE-ATLANTIQUE	44	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	16.0	17.0
LOIRET	45	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOIRET	45	RA08Etablissements de recherche (hors CEA)	nombre	7.0	9.0
LOIRET	45	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
LOIRET	45	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
LOIRET	45	RA08Activités médicales	nombre	2.0	3.0
LOIRET	45	RA08Etablissements de la défense nationale	nombre	3.0	3.0
LOIRET	45	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOIRET	45	RA08Amont du cycle du combustible	nombre	0.0	0.0
LOIRET	45	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOIRET	45	RA08Etablissements de traitements des déchets ou de maintenance	nombre	1.0	1.0
LOIRET	45	RA08Sites d'entreposage et stockage	nombre	0.0	1.0
LOIRET	45	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOIRET	45	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	14.0	19.0
LOT	46	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOT	46	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
LOT	46	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
LOT	46	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LOT	46	RA08Activités médicales	nombre	0.0	0.0
LOT	46	RA08Etablissements de la défense nationale	nombre	1.0	1.0
LOT	46	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOT	46	RA08Amont du cycle du combustible	nombre	0.0	0.0
LOT	46	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOT	46	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOT	46	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOT	46	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOT	46	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	1.0
LOT-ET-GARONNE	47	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
LOT-ET-GARONNE	47	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Activités médicales	nombre	1.0	1.0
LOT-ET-GARONNE	47	RA08Etablissements de la défense nationale	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Amont du cycle du combustible	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOT-ET-GARONNE	47	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	2.0
LOZERE	48	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
LOZERE	48	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
LOZERE	48	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
LOZERE	48	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
LOZERE	48	RA08Activités médicales	nombre	0.0	0.0
LOZERE	48	RA08Etablissements de la défense nationale	nombre	0.0	0.0
LOZERE	48	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
LOZERE	48	RA08Amont du cycle du combustible	nombre	1.0	1.0
LOZERE	48	RA08Aval du cycle du combustible	nombre	0.0	0.0
LOZERE	48	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
LOZERE	48	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
LOZERE	48	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
LOZERE	48	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	1.0
MAINE-ET-LOIRE	49	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Etablissements de recherche (hors CEA)	nombre	6.0	2.0
MAINE-ET-LOIRE	49	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Activités médicales	nombre	2.0	3.0
MAINE-ET-LOIRE	49	RA08Etablissements de la défense nationale	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Amont du cycle du combustible	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Aval du cycle du combustible	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
MAINE-ET-LOIRE	49	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
MAINE-ET-LOIRE	49	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	9.0	6.0
MANCHE	50	RA08Centres d'études et de recherche du CEA civil	nombre	1.0	1.0
MANCHE	50	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
MANCHE	50	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	1.0
MANCHE	50	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
MANCHE	50	RA08Activités médicales	nombre	1.0	0.0
MANCHE	50	RA08Etablissements de la défense nationale	nombre	5.0	6.0
MANCHE	50	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MANCHE	50	RA08Amont du cycle du combustible	nombre	0.0	0.0
MANCHE	50	RA08Aval du cycle du combustible	nombre	1.0	1.0
MANCHE	50	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MANCHE	50	RA08Sites d'entreposage et stockage	nombre	2.0	2.0
MANCHE	50	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
MANCHE	50	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	13.0	13.0
MARNE	51	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MARNE	51	RA08Etablissements de recherche (hors CEA)	nombre	0.0	4.0
MARNE	51	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
MARNE	51	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MARNE	51	RA08Activités médicales	nombre	2.0	3.0
MARNE	51	RA08Etablissements de la défense nationale	nombre	3.0	1.0
MARNE	51	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	1.0	1.0
MARNE	51	RA08Amont du cycle du combustible	nombre	0.0	0.0
MARNE	51	RA08Aval du cycle du combustible	nombre	0.0	0.0
MARNE	51	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MARNE	51	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MARNE	51	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	2.0
MARNE	51	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	6.0	10.0
MAYENNE	53	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MAYENNE	53	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
MAYENNE	53	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
MAYENNE	53	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MAYENNE	53	RA08Activités médicales	nombre	0.0	0.0
MAYENNE	53	RA08Etablissements de la défense nationale	nombre	0.0	0.0
MAYENNE	53	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MAYENNE	53	RA08Amont du cycle du combustible	nombre	0.0	0.0
MAYENNE	53	RA08Aval du cycle du combustible	nombre	0.0	0.0
MAYENNE	53	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MAYENNE	53	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MAYENNE	53	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
MAYENNE	53	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Etablissements de recherche (hors CEA)	nombre	5.0	13.0
MEURTHE-ET-MOSELLE	54	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
MEURTHE-ET-MOSELLE	54	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Activités médicales	nombre	6.0	5.0
MEURTHE-ET-MOSELLE	54	RA08Etablissements de la défense nationale	nombre	3.0	2.0
MEURTHE-ET-MOSELLE	54	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Amont du cycle du combustible	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Aval du cycle du combustible	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
MEURTHE-ET-MOSELLE	54	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	14.0	21.0
MEUSE	55	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MEUSE	55	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
MEUSE	55	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
MEUSE	55	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MEUSE	55	RA08Activités médicales	nombre	0.0	0.0
MEUSE	55	RA08Etablissements de la défense nationale	nombre	0.0	0.0
MEUSE	55	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MEUSE	55	RA08Amont du cycle du combustible	nombre	0.0	0.0
MEUSE	55	RA08Aval du cycle du combustible	nombre	0.0	0.0
MEUSE	55	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MEUSE	55	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MEUSE	55	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
MEUSE	55	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	1.0	1.0
MORBIHAN	56	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MORBIHAN	56	RA08Etablissements de recherche (hors CEA)	nombre	0.0	1.0
MORBIHAN	56	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
MORBIHAN	56	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
MORBIHAN	56	RA08Activités médicales	nombre	3.0	2.0
MORBIHAN	56	RA08Etablissements de la défense nationale	nombre	2.0	1.0
MORBIHAN	56	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MORBIHAN	56	RA08Amont du cycle du combustible	nombre	0.0	0.0
MORBIHAN	56	RA08Aval du cycle du combustible	nombre	0.0	0.0
MORBIHAN	56	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MORBIHAN	56	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MORBIHAN	56	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
MORBIHAN	56	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	5.0	4.0
MOSELLE	57	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
MOSELLE	57	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
MOSELLE	57	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
MOSELLE	57	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
MOSELLE	57	RA08Activités médicales	nombre	2.0	2.0
MOSELLE	57	RA08Etablissements de la défense nationale	nombre	1.0	1.0
MOSELLE	57	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
MOSELLE	57	RA08Amont du cycle du combustible	nombre	0.0	0.0
MOSELLE	57	RA08Aval du cycle du combustible	nombre	0.0	0.0
MOSELLE	57	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
MOSELLE	57	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
MOSELLE	57	RA08Anciens sites assainis ou en cours d'assainissement	nombre	1.0	1.0
MOSELLE	57	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	5.0	5.0
NIEVRE	58	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
NIEVRE	58	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
NIEVRE	58	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
NIEVRE	58	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
NIEVRE	58	RA08Activités médicales	nombre	2.0	2.0
NIEVRE	58	RA08Etablissements de la défense nationale	nombre	2.0	2.0
NIEVRE	58	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
NIEVRE	58	RA08Amont du cycle du combustible	nombre	0.0	0.0
NIEVRE	58	RA08Aval du cycle du combustible	nombre	0.0	0.0
NIEVRE	58	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
NIEVRE	58	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
NIEVRE	58	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
NIEVRE	58	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	4.0	4.0
NORD	59	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
NORD	59	RA08Etablissements de recherche (hors CEA)	nombre	11.0	9.0
NORD	59	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	0.0
NORD	59	RA08Centres nucléaires de production d'électricité	nombre	1.0	1.0
NORD	59	RA08Activités médicales	nombre	10.0	10.0
NORD	59	RA08Etablissements de la défense nationale	nombre	2.0	1.0
NORD	59	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
NORD	59	RA08Amont du cycle du combustible	nombre	0.0	0.0
NORD	59	RA08Aval du cycle du combustible	nombre	0.0	0.0
NORD	59	RA08Etablissements de traitements des déchets ou de maintenance	nombre	1.0	1.0
NORD	59	RA08Sites d'entreposage et stockage	nombre	0.0	1.0
NORD	59	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
NORD	59	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	26.0	23.0
OISE	60	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
OISE	60	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
OISE	60	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
OISE	60	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
OISE	60	RA08Activités médicales	nombre	4.0	5.0
OISE	60	RA08Etablissements de la défense nationale	nombre	1.0	0.0
OISE	60	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
OISE	60	RA08Amont du cycle du combustible	nombre	0.0	0.0
OISE	60	RA08Aval du cycle du combustible	nombre	0.0	0.0
OISE	60	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
OISE	60	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
OISE	60	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
OISE	60	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	6.0	6.0
ORNE	61	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
ORNE	61	RA08Etablissements de recherche (hors CEA)	nombre	0.0	0.0
ORNE	61	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
ORNE	61	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
ORNE	61	RA08Activités médicales	nombre	0.0	0.0
ORNE	61	RA08Etablissements de la défense nationale	nombre	0.0	0.0
ORNE	61	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
ORNE	61	RA08Amont du cycle du combustible	nombre	0.0	0.0
ORNE	61	RA08Aval du cycle du combustible	nombre	0.0	0.0
ORNE	61	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
ORNE	61	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
ORNE	61	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
ORNE	61	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	0.0	1.0
PARIS	75	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
PARIS	75	RA08Etablissements de recherche (hors CEA)	nombre	39.0	88.0
PARIS	75	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	1.0
PARIS	75	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
PARIS	75	RA08Activités médicales	nombre	29.0	25.0
PARIS	75	RA08Etablissements de la défense nationale	nombre	2.0	1.0
PARIS	75	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
PARIS	75	RA08Amont du cycle du combustible	nombre	0.0	0.0
PARIS	75	RA08Aval du cycle du combustible	nombre	0.0	0.0
PARIS	75	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
PARIS	75	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
PARIS	75	RA08Anciens sites assainis ou en cours d'assainissement	nombre	8.0	10.0
PARIS	75	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	70.0	115.0
PAS-DE-CALAIS	62	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Etablissements de recherche (hors CEA)	nombre	1.0	1.0
PAS-DE-CALAIS	62	RA08Installations industrielles (hors production d'électricité)	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Activités médicales	nombre	5.0	6.0
PAS-DE-CALAIS	62	RA08Etablissements de la défense nationale	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Amont du cycle du combustible	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Aval du cycle du combustible	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Sites d'entreposage et stockage	nombre	1.0	1.0
PAS-DE-CALAIS	62	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
PAS-DE-CALAIS	62	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	7.0	8.0
PUY-DE-DOME	63	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Etablissements de recherche (hors CEA)	nombre	10.0	17.0
PUY-DE-DOME	63	RA08Installations industrielles (hors production d'électricité)	nombre	1.0	1.0
PUY-DE-DOME	63	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Activités médicales	nombre	1.0	1.0
PUY-DE-DOME	63	RA08Etablissements de la défense nationale	nombre	2.0	2.0
PUY-DE-DOME	63	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Amont du cycle du combustible	nombre	1.0	1.0
PUY-DE-DOME	63	RA08Aval du cycle du combustible	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Etablissements de traitements des déchets ou de maintenance	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Sites d'entreposage et stockage	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Anciens sites assainis ou en cours d'assainissement	nombre	0.0	0.0
PUY-DE-DOME	63	RA08Total des sites (non compris les sites assainis ou en cours d'assainissement)	nombre	15.0	22.0
PYRENEES-ATLANTIQUES	64	RA08Centres d'études et de recherche du CEA civil	nombre	0.0	0.0
PYRENEES-ATLANTIQUES	64	RA08Etablissements de recherche (hors CEA)	nombre	4.0	3.0
PYRENEES-ATLANTIQUES	64	RA08Installations industrielles (hors production d'électricité)	nombre	3.0	7.0
PYRENEES-ATLANTIQUES	64	RA08Centres nucléaires de production d'électricité	nombre	0.0	0.0
PYRENEES-ATLANTIQUES	64	RA08Activités médicales	nombre	2.0	2.0
PYRENEES-ATLANTIQUES	64	RA08Etablissements de la défense nationale	nombre	0.0	0.0
PYRENEES-ATLANTIQUES	64	RA08Centre d'étude, de production ou d'expérimentation de la force de dissuasion	nombre	0.0	0.0
PYRENEES-ATLANTIQUES	64	RA08Amont du cycle du combustible	nombre	0.0	0.0
PYRENEES-ATLANTIQUES	64	RA08Aval du cycle du combustible	nombre	0.0	0.0
